City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
saldanha,za,"04/19/2020, 11:14:40",-33.01,17.94,60.8,82,0,12.75,clear sky,0.0,0.0
salinopolis,br,"04/19/2020, 11:14:41",-0.61,-47.36,83.1,76,28,8.7,light rain,2.23,0.0
hermanus,za,"04/19/2020, 11:10:18",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:05:56",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
ancud,cl,"04/19/2020, 11:04:39",-41.87,-73.82,55.4,82,75,12.75,broken clouds,0.0,0.0
kaitangata,nz,"04/19/2020, 11:09:37",-46.28,169.85,50.0,52,74,5.99,broken clouds,0.0,0.0
aparecida do taboado,br,"04/19/2020, 11:14:42",-20.09,-51.09,81.81,56,48,2.98,scattered clouds,0.0,0.0
bengkulu,id,"04/19/2020, 11:05:23",-3.8,102.27,78.82,81,100,3.74,overcast clouds,0.0,0.0
esil,kz,"04/19/2020, 11:14:43",51.96,66.4,53.2,66,88,0.69,overcast clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
suvorovskaya,ru,"04/19/2020, 11:14:43",44.19,42.65,62.6,42,84,11.18,light rain,1.26,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
umm lajj,sa,"04/19/2020, 11:14:44",25.02,37.27,77.14,44,0,4.61,clear sky,0.0,0.0
yellowknife,ca,"04/19/2020, 11:14:15",62.46,-114.35,23.0,62,20,14.99,few clouds,0.0,0.0
hofn,is,"04/19/2020, 11:11:01",64.25,-15.21,44.42,85,100,7.54,overcast clouds,0.0,0.0
vasai,in,"04/19/2020, 11:14:45",19.47,72.8,89.6,62,0,10.49,haze,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:04:36",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
vila velha,br,"04/19/2020, 11:12:28",-20.33,-40.29,80.01,61,20,13.87,few clouds,0.0,0.0
dikson,ru,"04/19/2020, 11:10:01",73.51,80.55,35.4,88,100,30.65,light rain,0.12,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
jamestown,sh,"04/19/2020, 11:14:30",42.1,-79.24,55.4,47,75,20.8,broken clouds,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
voznesenskaya,ru,"04/19/2020, 11:14:47",44.55,41.03,48.92,61,18,1.83,few clouds,0.0,0.0
namibe,ao,"04/19/2020, 11:06:01",-15.2,12.15,76.14,62,2,14.14,light rain,0.21,0.0
ambulu,id,"04/19/2020, 11:14:48",-8.35,113.61,78.82,78,100,4.12,overcast clouds,0.0,0.0
arraial do cabo,br,"04/19/2020, 11:06:08",-22.97,-42.03,78.8,65,40,9.17,scattered clouds,0.0,0.0
yellowknife,ca,"04/19/2020, 11:14:15",62.46,-114.35,23.0,62,20,14.99,few clouds,0.0,0.0
kaitangata,nz,"04/19/2020, 11:09:37",-46.28,169.85,50.0,52,74,5.99,broken clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:05:56",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
butaritari,ki,"04/19/2020, 11:09:56",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
thompson,ca,"04/19/2020, 11:09:54",55.74,-97.86,19.4,79,90,6.93,light snow,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
busselton,au,"04/19/2020, 11:05:56",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
dagana,sn,"04/19/2020, 11:14:50",16.52,-15.51,95.0,21,0,4.7,clear sky,0.0,0.0
alice springs,au,"04/19/2020, 11:10:48",-23.7,133.88,78.8,27,4,12.75,clear sky,0.0,0.0
bowen,au,"04/19/2020, 11:14:51",-20.02,148.23,75.0,94,75,3.36,broken clouds,0.0,0.0
dikson,ru,"04/19/2020, 11:10:01",73.51,80.55,35.4,88,100,30.65,light rain,0.12,0.0
hobart,au,"04/19/2020, 11:14:12",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
castro,cl,"04/19/2020, 11:05:50",-24.79,-50.01,73.99,34,2,2.82,clear sky,0.0,0.0
fortuna,us,"04/19/2020, 11:09:58",40.6,-124.16,57.0,76,90,4.54,overcast clouds,0.0,0.0
bredasdorp,za,"04/19/2020, 11:14:53",-34.53,20.04,62.01,87,4,2.24,clear sky,0.0,0.0
nikolskoye,ru,"04/19/2020, 11:08:03",59.7,30.79,39.99,86,75,6.71,broken clouds,0.0,0.0
vostochnyy,ru,"04/19/2020, 11:14:54",55.82,37.87,39.2,80,40,4.47,scattered clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
valley,us,"04/19/2020, 11:14:54",45.13,-116.13,42.8,52,90,3.36,overcast clouds,0.0,0.0
tiksi,ru,"04/19/2020, 11:03:23",71.69,128.87,10.02,86,86,6.93,overcast clouds,0.0,0.0
san ignacio,bo,"04/19/2020, 11:14:55",17.16,-89.07,95.0,50,5,9.17,smoke,0.0,0.0
cayenne,gf,"04/19/2020, 11:10:40",4.93,-52.33,82.4,83,40,2.24,scattered clouds,0.0,0.0
kavieng,pg,"04/19/2020, 11:06:19",-2.57,150.8,83.61,71,23,4.18,few clouds,0.0,0.0
faranah,gn,"04/19/2020, 11:14:56",10.04,-10.74,94.01,25,100,1.74,overcast clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
iralaya,hn,"04/19/2020, 11:10:28",15.0,-83.23,89.6,66,75,4.7,broken clouds,0.0,0.0
cape town,za,"04/19/2020, 11:03:03",-33.93,18.42,64.0,93,20,20.8,few clouds,0.0,0.0
cape town,za,"04/19/2020, 11:03:03",-33.93,18.42,64.0,93,20,20.8,few clouds,0.0,0.0
simpang,id,"04/19/2020, 11:14:57",-1.27,104.08,79.09,78,62,2.19,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
naze,jp,"04/19/2020, 11:14:57",28.37,129.48,73.4,88,75,16.11,light rain,0.0,0.0
bengkulu,id,"04/19/2020, 11:05:23",-3.8,102.27,78.82,81,100,3.74,overcast clouds,0.0,0.0
port alfred,za,"04/19/2020, 11:02:48",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:04:36",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
hobart,au,"04/19/2020, 11:14:12",-42.88,147.33,50.0,81,40,10.69,scattered clouds,0.0,0.0
port elizabeth,za,"04/19/2020, 11:14:59",-33.92,25.57,71.6,73,2,9.57,clear sky,0.0,0.0
rucar,ro,"04/19/2020, 11:15:00",45.4,25.17,52.0,82,93,4.63,light rain,1.43,0.0
marau,br,"04/19/2020, 11:15:01",-28.45,-52.2,74.07,40,0,3.6,clear sky,0.0,0.0
asau,tv,"04/19/2020, 11:10:26",46.43,26.4,51.8,71,75,13.87,light intensity shower rain,0.0,0.0
haines junction,ca,"04/19/2020, 11:15:01",60.75,-137.51,42.67,53,100,4.97,overcast clouds,0.0,0.0
barrow,us,"04/19/2020, 11:05:02",71.29,-156.79,8.6,84,90,4.7,light snow,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
victor harbor,au,"04/19/2020, 11:11:05",-35.57,138.62,64.0,83,100,13.0,overcast clouds,0.0,0.0
hasaki,jp,"04/19/2020, 11:03:16",35.73,140.83,48.2,87,75,11.41,light rain,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
luderitz,na,"04/19/2020, 11:11:02",-26.65,15.16,66.2,72,0,11.41,clear sky,0.0,0.0
vila velha,br,"04/19/2020, 11:12:28",-20.33,-40.29,80.01,61,20,13.87,few clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
mahebourg,mu,"04/19/2020, 11:11:07",-20.41,57.7,77.0,83,75,9.17,broken clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:04:36",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
port alfred,za,"04/19/2020, 11:02:48",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
norman wells,ca,"04/19/2020, 11:14:24",65.28,-126.83,24.8,79,75,14.99,broken clouds,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
jamestown,sh,"04/19/2020, 11:14:30",42.1,-79.24,55.4,47,75,20.8,broken clouds,0.0,0.0
cabo san lucas,mx,"04/19/2020, 11:13:42",22.89,-109.91,75.0,77,5,4.7,clear sky,0.0,0.0
port hardy,ca,"04/19/2020, 11:16:13",50.7,-127.42,48.2,93,90,4.7,overcast clouds,0.0,0.0
avarua,ck,"04/19/2020, 11:02:07",-21.21,-159.78,78.8,78,13,6.93,few clouds,0.0,0.0
sharan,af,"04/19/2020, 11:16:13",54.82,54.0,40.1,65,68,3.36,broken clouds,0.0,0.0
nikolskoye,ru,"04/19/2020, 11:08:03",59.7,30.79,39.99,86,75,6.71,broken clouds,0.0,0.0
san patricio,mx,"04/19/2020, 11:06:24",19.22,-104.7,80.6,65,5,5.82,clear sky,0.0,0.0
brewster,us,"04/19/2020, 11:16:14",41.4,-73.62,60.01,44,23,1.01,few clouds,0.0,0.0
hilo,us,"04/19/2020, 11:16:15",19.73,-155.09,75.0,64,20,6.93,light rain,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
gobabis,na,"04/19/2020, 11:16:16",-22.45,18.97,73.4,56,8,3.36,clear sky,0.0,0.0
provideniya,ru,"04/19/2020, 11:16:16",64.38,-173.3,18.32,94,98,15.28,light snow,0.0,0.43
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
rocha,uy,"04/19/2020, 11:16:17",-34.48,-54.33,74.19,57,0,8.59,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
makakilo city,us,"04/19/2020, 11:14:22",21.35,-158.09,75.0,82,1,3.36,clear sky,0.0,0.0
chokurdakh,ru,"04/19/2020, 11:16:18",70.63,147.92,6.24,95,100,9.69,overcast clouds,0.0,0.0
coquimbo,cl,"04/19/2020, 11:16:18",-29.95,-71.34,62.6,82,75,14.99,broken clouds,0.0,0.0
lakselv,no,"04/19/2020, 11:16:18",70.05,24.97,39.99,86,75,29.97,broken clouds,0.0,0.0
traralgon,au,"04/19/2020, 11:16:19",-38.18,146.53,53.01,95,100,1.01,light rain,0.0,0.0
khipro,pk,"04/19/2020, 11:16:19",25.83,69.38,87.58,32,100,10.78,overcast clouds,0.0,0.0
xinan,cn,"04/19/2020, 11:16:19",26.72,119.86,66.07,87,99,12.21,overcast clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
kodiak,us,"04/19/2020, 11:06:30",57.79,-152.41,42.8,87,75,3.36,broken clouds,0.0,0.0
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
upernavik,gl,"04/19/2020, 11:16:21",72.79,-56.15,24.24,88,63,10.78,broken clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
lebu,cl,"04/19/2020, 11:06:34",-37.62,-73.65,61.47,60,100,8.14,overcast clouds,0.0,0.0
pak phanang,th,"04/19/2020, 11:16:22",8.35,100.2,81.75,78,73,5.57,broken clouds,0.0,0.0
weatherford,us,"04/19/2020, 11:16:22",32.76,-97.8,78.01,72,98,4.0,light rain,0.19,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
albany,au,"04/19/2020, 11:14:37",42.6,-73.97,62.01,23,1,3.0,clear sky,0.0,0.0
camabatela,ao,"04/19/2020, 11:16:23",-8.19,15.38,65.23,68,27,2.44,light rain,1.41,0.0
kismayo,so,"04/19/2020, 11:16:24",-0.36,42.55,80.92,82,100,21.09,moderate rain,3.46,0.0
port elizabeth,za,"04/19/2020, 11:14:59",-33.92,25.57,71.6,73,2,9.57,clear sky,0.0,0.0
fairbanks,us,"04/19/2020, 11:16:24",64.84,-147.72,45.0,93,40,1.97,scattered clouds,0.0,0.0
atambua,id,"04/19/2020, 11:16:24",-9.11,124.89,73.67,74,41,2.86,scattered clouds,0.0,0.0
mahebourg,mu,"04/19/2020, 11:11:07",-20.41,57.7,77.0,83,75,9.17,broken clouds,0.0,0.0
belaya gora,ru,"04/19/2020, 11:16:25",68.53,146.42,-0.44,89,95,8.05,overcast clouds,0.0,0.0
hambantota,lk,"04/19/2020, 11:16:25",6.12,81.12,82.72,81,99,8.77,light rain,0.84,0.0
odienne,ci,"04/19/2020, 11:16:26",9.51,-7.57,92.07,35,97,4.41,overcast clouds,0.0,0.0
nikolskoye,ru,"04/19/2020, 11:08:03",59.7,30.79,39.99,86,75,6.71,broken clouds,0.0,0.0
alexandria,us,"04/19/2020, 11:15:59",31.22,29.96,64.4,72,0,11.41,clear sky,0.0,0.0
baryatino,ru,"04/19/2020, 11:16:26",54.31,34.52,34.68,81,98,3.8,light snow,0.0,0.13
nong ki,th,"04/19/2020, 11:16:27",14.69,102.54,80.15,66,73,5.03,broken clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:16:27",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
jamestown,sh,"04/19/2020, 11:14:30",42.1,-79.24,55.4,47,75,20.8,broken clouds,0.0,0.0
vila velha,br,"04/19/2020, 11:12:28",-20.33,-40.29,80.01,61,20,13.87,few clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
kenora,ca,"04/19/2020, 11:16:28",49.82,-94.43,32.0,67,75,13.87,broken clouds,0.0,0.0
cidreira,br,"04/19/2020, 11:08:45",-30.18,-50.21,72.5,65,0,14.12,clear sky,0.0,0.0
porto empedocle,it,"04/19/2020, 11:16:29",37.29,13.53,66.99,100,93,1.99,overcast clouds,0.0,0.0
butaritari,ki,"04/19/2020, 11:09:56",3.07,172.79,83.07,75,14,12.5,light rain,1.53,0.0
carnarvon,au,"04/19/2020, 11:16:30",-24.87,113.63,73.4,78,38,10.29,scattered clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
tambopata,pe,"04/19/2020, 11:16:30",-12.73,-69.18,86.0,48,0,4.7,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
castro,cl,"04/19/2020, 11:16:31",-24.79,-50.01,73.99,34,2,2.82,clear sky,0.0,0.0
port lincoln,au,"04/19/2020, 11:16:31",-34.73,135.87,63.25,74,100,21.52,light rain,0.13,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
udachnyy,ru,"04/19/2020, 11:16:32",66.42,112.4,21.2,48,0,3.71,clear sky,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
lavrentiya,ru,"04/19/2020, 11:16:32",65.58,-171.0,16.23,91,100,6.91,overcast clouds,0.0,0.0
formosa,ar,"04/19/2020, 11:16:33",-26.18,-58.18,87.8,38,0,4.7,clear sky,0.0,0.0
qasigiannguit,gl,"04/19/2020, 11:16:33",68.82,-51.19,26.6,53,51,20.8,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
ponta do sol,pt,"04/19/2020, 11:16:34",32.67,-17.1,66.99,44,24,3.0,few clouds,0.0,0.0
dudinka,ru,"04/19/2020, 11:16:34",69.41,86.18,39.2,69,100,29.08,light rain,0.86,0.0
floro,no,"04/19/2020, 11:16:35",61.6,5.03,51.8,46,0,9.17,clear sky,0.0,0.0
thompson,ca,"04/19/2020, 11:09:54",55.74,-97.86,19.4,79,90,6.93,light snow,0.0,0.0
severo-kurilsk,ru,"04/19/2020, 11:12:43",50.68,156.12,26.42,90,9,14.27,clear sky,0.0,0.0
acari,pe,"04/19/2020, 11:16:36",-15.43,-74.62,79.86,46,56,8.23,broken clouds,0.0,0.0
puqi,cn,"04/19/2020, 11:16:36",29.72,113.88,57.7,69,26,1.54,scattered clouds,0.0,0.0
andros town,bs,"04/19/2020, 11:16:37",24.7,-77.77,86.0,62,40,10.29,scattered clouds,0.0,0.0
saskylakh,ru,"04/19/2020, 11:12:05",71.92,114.08,15.55,93,0,7.4,clear sky,0.0,0.0
hermanus,za,"04/19/2020, 11:10:18",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
bethel,us,"04/19/2020, 11:16:07",41.37,-73.41,61.0,43,1,16.11,clear sky,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
klaksvik,fo,"04/19/2020, 11:14:56",62.23,-6.59,48.2,76,0,11.41,clear sky,0.0,0.0
bonthe,sl,"04/19/2020, 11:10:34",7.53,-12.51,83.39,70,99,10.47,overcast clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
hulan ergi,cn,"04/19/2020, 11:16:39",47.2,123.63,34.07,89,100,24.4,moderate rain,4.16,0.0
salalah,om,"04/19/2020, 11:16:40",17.02,54.09,82.4,74,20,5.82,few clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:16:40",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
henties bay,na,"04/19/2020, 11:16:40",-22.12,14.28,57.99,93,1,1.99,clear sky,0.0,0.0
guerrero negro,mx,"04/19/2020, 11:16:40",27.98,-114.06,65.89,60,63,15.1,broken clouds,0.0,0.0
alta floresta,br,"04/19/2020, 11:12:47",-9.88,-56.09,89.6,66,75,6.93,broken clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
roma,au,"04/19/2020, 11:08:04",43.21,-75.46,60.8,38,75,19.46,broken clouds,0.0,0.0
bengkulu,id,"04/19/2020, 11:16:42",-3.8,102.27,78.82,81,100,3.74,overcast clouds,0.0,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
kruisfontein,za,"04/19/2020, 11:16:42",-34.0,24.73,75.02,40,31,8.19,scattered clouds,0.0,0.0
bluff,nz,"04/19/2020, 11:14:11",-46.6,168.33,44.01,82,97,5.01,light rain,1.66,0.0
arraial do cabo,br,"04/19/2020, 11:16:43",-22.97,-42.03,78.8,65,40,9.17,scattered clouds,0.0,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
kahului,us,"04/19/2020, 11:16:43",20.89,-156.47,72.0,82,1,5.82,clear sky,0.0,0.0
hermanus,za,"04/19/2020, 11:10:18",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
nishihara,jp,"04/19/2020, 11:16:44",26.18,127.76,75.2,88,20,17.22,few clouds,0.0,0.0
arraial do cabo,br,"04/19/2020, 11:16:43",-22.97,-42.03,78.8,65,40,9.17,scattered clouds,0.0,0.0
saint-philippe,re,"04/19/2020, 11:16:44",-21.36,55.77,77.0,78,14,18.34,light rain,0.24,0.0
port alfred,za,"04/19/2020, 11:16:45",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
namibe,ao,"04/19/2020, 11:16:45",-15.2,12.15,76.14,62,2,14.14,light rain,0.21,0.0
coihaique,cl,"04/19/2020, 11:16:45",-45.58,-72.07,46.4,81,90,5.82,light rain,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
katsuura,jp,"04/19/2020, 11:03:26",35.13,140.3,51.01,78,98,3.0,overcast clouds,0.0,0.0
san andres,co,"04/19/2020, 11:16:46",12.58,-81.7,86.0,70,40,8.05,scattered clouds,0.0,0.0
ashland,us,"04/19/2020, 11:16:47",40.82,-82.27,55.99,54,75,12.75,broken clouds,0.0,0.0
barrow,us,"04/19/2020, 11:16:47",71.29,-156.79,10.4,85,90,3.36,light snow,0.0,0.0
sydney,au,"04/19/2020, 11:12:47",-33.87,151.21,59.0,93,36,6.93,scattered clouds,0.0,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
hermanus,za,"04/19/2020, 11:10:18",-34.42,19.23,63.0,92,59,1.99,broken clouds,0.0,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
avera,pf,"04/19/2020, 11:16:48",33.19,-82.53,51.8,92,90,5.82,thunderstorm with rain,0.0,0.0
kodiak,us,"04/19/2020, 11:16:49",57.79,-152.41,42.8,87,75,3.36,broken clouds,0.0,0.0
takoradi,gh,"04/19/2020, 11:12:07",4.88,-1.76,83.71,75,77,10.71,broken clouds,0.0,0.0
punta arenas,cl,"04/19/2020, 11:13:13",-53.15,-70.92,44.6,65,40,41.38,scattered clouds,0.0,0.0
torbay,ca,"04/19/2020, 11:16:49",47.67,-52.73,33.01,96,90,32.21,snow,0.0,0.0
dikson,ru,"04/19/2020, 11:10:01",73.51,80.55,35.4,88,100,30.65,light rain,0.12,0.0
new norfolk,au,"04/19/2020, 11:16:50",-42.78,147.06,48.0,84,100,4.12,overcast clouds,0.0,0.0
barrow,us,"04/19/2020, 11:16:47",71.29,-156.79,10.4,85,90,3.36,light snow,0.0,0.0
severo-kurilsk,ru,"04/19/2020, 11:12:43",50.68,156.12,26.42,90,9,14.27,clear sky,0.0,0.0
sao filipe,cv,"04/19/2020, 11:11:06",14.9,-24.5,72.03,74,13,23.78,few clouds,0.0,0.0
khatanga,ru,"04/19/2020, 11:16:51",71.97,102.5,17.4,94,38,4.81,scattered clouds,0.0,0.0
great yarmouth,gb,"04/19/2020, 11:14:01",52.61,1.73,51.01,80,0,8.01,clear sky,0.0,0.0
guerrero negro,mx,"04/19/2020, 11:16:40",27.98,-114.06,65.89,60,63,15.1,broken clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
manggar,id,"04/19/2020, 11:16:52",-2.88,108.27,81.54,78,77,1.19,broken clouds,0.0,0.0
vaini,to,"04/19/2020, 11:14:08",-21.2,-175.2,77.0,83,20,9.17,few clouds,0.0,0.0
torbay,ca,"04/19/2020, 11:16:49",47.67,-52.73,33.01,96,90,32.21,snow,0.0,0.0
yulara,au,"04/19/2020, 11:06:04",-25.24,130.99,82.4,26,40,8.05,scattered clouds,0.0,0.0
sept-iles,ca,"04/19/2020, 11:15:23",50.2,-66.38,36.0,69,75,17.22,broken clouds,0.0,0.0
ushuaia,ar,"04/19/2020, 11:14:07",-54.8,-68.3,44.6,75,75,19.46,drizzle,0.0,0.0
port alfred,za,"04/19/2020, 11:16:45",-33.59,26.89,77.63,57,20,14.81,few clouds,0.0,0.0
jamestown,sh,"04/19/2020, 11:14:30",42.1,-79.24,55.4,47,75,20.8,broken clouds,0.0,0.0
ancud,cl,"04/19/2020, 11:04:39",-41.87,-73.82,55.4,82,75,12.75,broken clouds,0.0,0.0
cuamba,mz,"04/19/2020, 11:16:54",-14.8,36.54,68.16,71,11,7.56,few clouds,0.0,0.0
mataura,pf,"04/19/2020, 11:14:17",-46.19,168.86,44.01,82,93,5.01,light rain,0.54,0.0
kapaa,us,"04/19/2020, 11:09:15",22.08,-159.32,72.0,83,40,5.82,scattered clouds,0.0,0.0
margate,za,"04/19/2020, 11:07:36",51.38,1.39,52.0,79,0,24.02,clear sky,0.0,0.0
saint-philippe,re,"04/19/2020, 11:16:44",-21.36,55.77,77.0,78,14,18.34,light rain,0.24,0.0
norman wells,ca,"04/19/2020, 11:14:24",65.28,-126.83,24.8,79,75,14.99,broken clouds,0.0,0.0
pervomayskoye,ru,"04/19/2020, 11:16:56",43.92,46.71,52.99,69,1,6.44,clear sky,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
shache,cn,"04/19/2020, 11:16:56",38.42,77.24,58.44,41,88,7.54,overcast clouds,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
busselton,au,"04/19/2020, 11:15:07",-33.65,115.33,55.99,58,97,14.7,overcast clouds,0.0,0.0
pingzhuang,cn,"04/19/2020, 11:16:57",42.04,119.29,40.24,53,77,27.87,light snow,0.0,0.14
atar,mr,"04/19/2020, 11:16:58",20.52,-13.05,88.07,11,0,14.12,clear sky,0.0,0.0
bluff,nz,"04/19/2020, 11:14:11",-46.6,168.33,44.01,82,97,5.01,light rain,1.66,0.0
praia da vitoria,pt,"04/19/2020, 11:16:58",38.73,-27.07,60.8,59,40,29.64,scattered clouds,0.0,0.0
batu gajah,my,"04/19/2020, 11:16:58",4.47,101.04,78.8,88,20,5.82,few clouds,0.0,0.0
puerto ayora,ec,"04/19/2020, 11:16:27",-0.74,-90.35,84.2,74,40,14.99,shower rain,0.0,0.0
cherskiy,ru,"04/19/2020, 11:16:59",68.75,161.3,-0.9,93,99,6.55,overcast clouds,0.0,0.0
tuktoyaktuk,ca,"04/19/2020, 11:16:40",69.45,-133.04,6.8,84,90,14.99,light snow,0.0,0.0
dunedin,nz,"04/19/2020, 11:17:00",-45.87,170.5,52.0,39,33,7.0,scattered clouds,0.0,0.0
atuona,pf,"04/19/2020, 11:14:57",-9.8,-139.03,82.45,76,92,15.55,light rain,0.32,0.0
rikitea,pf,"04/19/2020, 11:10:22",-23.12,-134.97,76.75,70,59,7.87,broken clouds,0.0,0.0
